Number;EffectiveEndDate;MainDisciplineLevel1;CallTitle;OutputDataSetId
182013;2023-04-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;112F22E7-6C8B-4392-84D5-38EACA139968
182013;2023-04-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;06669182-EA88-43E9-9671-7E5020749956
182013;2023-04-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;046DBB73-69C9-4911-A664-F9D22C4BBDCD
182013;2023-04-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;CA6F206D-3BBA-4C56-897A-DE4CA3B923E3
154981;2018-02-28;Mathematics, Natural- and Engineering Sciences;Ambizione 2014;NA
188724;2022-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2019 April Abt. 2;2038D4B5-09B0-4150-9558-8228D70E0C66
148958;2017-11-30;Humanities and Social Sciences;Doc.CH 2013;NA
183426;2023-12-31;Humanities and Social Sciences;NFP 74: Targeted Call;NA
168577;2019-08-31;Humanities and Social Sciences;Doc.CH 2016 März;NA
178988;2023-06-30;Humanities and Social Sciences;Projektförderung 2017 Oktober Abt. 1;NA
195200;2023-06-30;Humanities and Social Sciences;Early Postdoc.Mobility 2020 März;NA
177776;2020-09-30;Mathematics, Natural- and Engineering Sciences;Advanced Postdoc.Mobility 2017;NA
156336;2017-12-31;Humanities and Social Sciences;Projektförderung 2014;NA
181462;2020-06-30;Biology and Medicine;Early Postdoc.Mobility 2018 März;37CA7706-172A-4675-B801-767388864C50
168546;2018-04-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2016;NA
174164;2022-01-31;Humanities and Social Sciences;Ambizione 2017;NA
166476;2019-03-31;Biology and Medicine;Projektförderung 2015;21A431D3-321A-464F-9C5B-3A25FDEB21ED
166476;2019-03-31;Biology and Medicine;Projektförderung 2015;965B9A4F-1256-497F-9D64-CDD2B15B9291
166476;2019-03-31;Biology and Medicine;Projektförderung 2015;5C092436-FF26-4378-9DEA-065FAC9F9C1A
166476;2019-03-31;Biology and Medicine;Projektförderung 2015;A2E24E0A-A453-4C3A-AC7E-0A4C155700B2
166476;2019-03-31;Biology and Medicine;Projektförderung 2015;1AB1AA40-06AE-42A2-BEC8-FEDBA2865CF7
181506;2021-03-31;Biology and Medicine;Early Postdoc.Mobility 2018 März;NA
184716;2023-03-31;Biology and Medicine;Projektförderung 2018 Oktober Abt. 3;NA
163684;2020-09-30;Mathematics, Natural- and Engineering Sciences;SNF-Förderprofessuren Gesuch Stufe 2 2015;809A5D46-5D75-43B5-8D91-A16C5E2CA5D1
163684;2020-09-30;Mathematics, Natural- and Engineering Sciences;SNF-Förderprofessuren Gesuch Stufe 2 2015;83BE7FAB-FE50-4CC1-BCA1-06C5EAEE4960
163684;2020-09-30;Mathematics, Natural- and Engineering Sciences;SNF-Förderprofessuren Gesuch Stufe 2 2015;79408930-B012-465D-A989-86E4FC33CA5C
163684;2020-09-30;Mathematics, Natural- and Engineering Sciences;SNF-Förderprofessuren Gesuch Stufe 2 2015;DF835C6C-E7ED-4B2E-B9D3-E99213D5D9B1
163684;2020-09-30;Mathematics, Natural- and Engineering Sciences;SNF-Förderprofessuren Gesuch Stufe 2 2015;430C5195-CABA-4DC5-AB47-94EB6E34A712
163684;2020-09-30;Mathematics, Natural- and Engineering Sciences;SNF-Förderprofessuren Gesuch Stufe 2 2015;7216FC37-72CF-47F9-A255-B43DEE9C561A
163684;2020-09-30;Mathematics, Natural- and Engineering Sciences;SNF-Förderprofessuren Gesuch Stufe 2 2015;9F622CF1-A776-4E21-B72D-CB74D4C06FDE
169995;2020-06-30;Biology and Medicine;Projektförderung 2016 April Abt. 3;NA
166326;2019-04-30;Biology and Medicine;Projektförderung 2015;NA
182668;2023-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;NA
178008;2020-02-29;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2017 September;NA
162513;2020-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;07536538-B61F-4DAC-8298-0EBBD775C62F
191253;2021-08-31;Humanities and Social Sciences;Early Postdoc.Mobility 2019 September;NA
163149;2020-07-31;Biology and Medicine;Projektförderung 2015;NA
203726;2023-06-30;Mathematics, Natural- and Engineering Sciences;Bridge - Proof of Concept 2021 March;NA
182735;2021-09-30;Biology and Medicine;Projektförderung 2018 April Abt. 3;NA
184625;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;NA
178189;2020-03-31;Humanities and Social Sciences;Early Postdoc.Mobility 2017 September;NA
182293;2020-10-31;Humanities and Social Sciences;Projektförderung 2018 April Abt. 1;NA
199726;2023-03-31;Humanities and Social Sciences;Doc.CH 2020 September;NA
191094;2020-07-31;Humanities and Social Sciences;keine Ausschreibung;NA
192913;2022-02-28;Mathematics, Natural- and Engineering Sciences;r4d - Transformation Accelerating Grant 2019;2D7B1F2A-4525-432B-BD07-4E9A8D655F4E
186646;2021-01-31;Humanities and Social Sciences;Postdoc.Mobility 2019 Februar;NA
195721;2021-02-28;Humanities and Social Sciences;Doc.Mobility 2020 März;B33895F7-D893-4FCF-A73F-E916BBBFBEA7
182688;2023-03-31;Biology and Medicine;Projektförderung 2018 April Abt. 3;NA
159933;2018-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;NA
154717;2019-02-28;Biology and Medicine;Ambizione 2014;NA
174397;2018-11-30;Humanities and Social Sciences;Advanced Postdoc.Mobility 2017;NA
171825;2018-10-31;Biology and Medicine;Early Postdoc.Mobility 2016;NA
199656;2021-11-30;Humanities and Social Sciences;Doc.Mobility 2020 September;NA
190447;2021-07-31;Biology and Medicine;Spark 2019 Juli;NA
153131;2017-10-31;Humanities and Social Sciences;Projektförderung 2013 ;NA
171548;2018-08-31;Biology and Medicine;Advanced Postdoc.Mobility 2016;9D8F7A10-3F5B-4843-971F-EB94813FF4AA
198913;2023-05-31;Biology and Medicine;SNF-Förderungsprofessuren: Fortsetzgsg. 2020 Juli;C786C1EC-9B2E-46AC-92C0-4D99B117B0A5
198913;2023-05-31;Biology and Medicine;SNF-Förderungsprofessuren: Fortsetzgsg. 2020 Juli;272E67D1-B65E-45A7-AF98-C044F57692CC
198913;2023-05-31;Biology and Medicine;SNF-Förderungsprofessuren: Fortsetzgsg. 2020 Juli;F5772998-A932-49CF-97FB-B26AA84E3A15
198913;2023-05-31;Biology and Medicine;SNF-Förderungsprofessuren: Fortsetzgsg. 2020 Juli;9F4B79C7-A053-4899-869A-E4098A574B59
182729;2023-06-30;Biology and Medicine;Projektförderung 2018 April Abt. 3;NA
195130;2022-08-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2020 März;NA
168566;2018-02-28;Humanities and Social Sciences;Early Postdoc.Mobility 2016;NA
195973;2022-08-31;Humanities and Social Sciences;Doc.CH 2020 März;NA
196330;2023-11-30;Biology and Medicine;Special Call on Coronaviruses 2020;NA
156198;2019-04-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;NA
166342;2018-03-31;Biology and Medicine;Projektförderung 2015;NA
159437;2020-03-31;Humanities and Social Sciences;Projektförderung 2014;B90C90CE-685B-4D2C-A406-009A970AC450
183707;2020-02-29;Humanities and Social Sciences;SNF-Förderprofessuren Fortsetzungsgesuche 2018 Jun;NA
170170;2020-06-30;Biology and Medicine;Projektförderung 2016 April Abt. 3;NA
203160;2022-09-30;Biology and Medicine;Rückkehr CH Postdoc.Mobility 2021 Februar;NA
183144;2020-11-30;Humanities and Social Sciences;Digital Lives 2018;NA
166566;2020-08-31;Biology and Medicine;Projektförderung 2015;NA
174806;2018-06-30;Humanities and Social Sciences;Doc.Mobility 2017;NA
159505;2020-08-31;Humanities and Social Sciences;Projektförderung 2014;NA
169861;2020-01-31;Humanities and Social Sciences;Projektförderung 2016 April Abt. 1;NA
184658;2023-06-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;NA
157816;2020-12-31;Biology and Medicine;SNSF Consolidator Grants 2014;NA
174997;2019-02-28;Biology and Medicine;Early Postdoc.Mobility 2017;NA
209167;2023-12-31;Mathematics, Natural- and Engineering Sciences;Bridge - Proof of Concept 2021 Dezember;NA
163702;2020-07-31;Humanities and Social Sciences;SNF-Förderprofessuren Gesuch Stufe 2 2015;NA
153675;2017-12-31;Humanities and Social Sciences;NFP 71: Gesuch 2014;NA
164337;2020-10-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
152454;2018-06-30;Biology and Medicine;Joint Research Projects (SCOPES) 2013;NA
188669;2021-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2019 April Abt. 2;87604F0B-E714-4DC0-B586-91F5A5B2EA96
159958;2020-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;5E1DC6B6-1D98-4942-AD07-18B27EF8CB6A
159958;2020-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;84A50741-56E5-4CAD-A60F-D0C32C5029F0
159958;2020-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;B5D95DA5-ECF1-4B44-B000-544CC39FBB1B
159958;2020-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;7E230385-8469-4EEC-BAA9-E549E28F667F
176237;2021-09-30;Biology and Medicine;Projektförderung 2017 April Abt. 3;5AD43927-D38B-4604-83E0-19C873493849
176237;2021-09-30;Biology and Medicine;Projektförderung 2017 April Abt. 3;6448A32F-7F80-4C59-991A-1CC5B9783D54
176237;2021-09-30;Biology and Medicine;Projektförderung 2017 April Abt. 3;BF40C2A7-2EFC-486A-8F0E-D1C4C417FCB2
176237;2021-09-30;Biology and Medicine;Projektförderung 2017 April Abt. 3;40B2EDAD-03A8-4683-8CCF-2EF8C29ADF77
176237;2021-09-30;Biology and Medicine;Projektförderung 2017 April Abt. 3;F8FD19D8-8F54-41AA-9D67-343BE77E8247
176237;2021-09-30;Biology and Medicine;Projektförderung 2017 April Abt. 3;CF9F076E-67A9-407D-8839-79CB4637645A
176237;2021-09-30;Biology and Medicine;Projektförderung 2017 April Abt. 3;08E0F0C5-6B7A-406C-845B-AE55A02FE2F7
181833;2019-12-31;Mathematics, Natural- and Engineering Sciences;Bridge - Proof of Concept 2018 - March;NA
165449;2020-01-31;Humanities and Social Sciences;Doc.CH 2015;NA
172744;2023-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 Oktober Abt. 2;6B519970-3BB8-4F10-B91C-A60D2F519250
172744;2023-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 Oktober Abt. 2;021648F2-5836-4447-9182-7683ACE00FFE
174181;2021-12-31;Humanities and Social Sciences;Ambizione 2017;NA
156864;2019-02-28;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;34F45092-5E30-44A1-A954-CD8DD6B7313B
171927;2018-07-31;Humanities and Social Sciences;Early Postdoc.Mobility 2016;NA
166104;2018-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
169803;2021-03-31;Humanities and Social Sciences;Projektförderung 2016 April Abt. 1;NA
182113;2023-08-31;Humanities and Social Sciences;Projektförderung 2018 April Abt. 1;NA
169302;2020-09-30;Humanities and Social Sciences;Projektförderung 2016 April Abt. 1;FFAD5127-211B-4C2B-B1D6-54F6AE53CDDE
169302;2020-09-30;Humanities and Social Sciences;Projektförderung 2016 April Abt. 1;CB1A5B17-BC9B-40C7-A09B-2A56149A1C48
169302;2020-09-30;Humanities and Social Sciences;Projektförderung 2016 April Abt. 1;39C57306-A9D3-4F24-9570-6633A7CD73EA
169302;2020-09-30;Humanities and Social Sciences;Projektförderung 2016 April Abt. 1;A42E7D16-19F1-435F-B400-76CC70B8C5DA
169302;2020-09-30;Humanities and Social Sciences;Projektförderung 2016 April Abt. 1;18A4C61B-4696-49A3-B5B6-5FCE1D8E707F
169302;2020-09-30;Humanities and Social Sciences;Projektförderung 2016 April Abt. 1;AA2FD197-41B5-4E17-843D-94D6EEDCDACC
169302;2020-09-30;Humanities and Social Sciences;Projektförderung 2016 April Abt. 1;A94C371E-CFE2-4D52-A4A7-020379227D1B
169302;2020-09-30;Humanities and Social Sciences;Projektförderung 2016 April Abt. 1;4C861BAC-C10E-4518-AB67-276122E69F20
174868;2020-09-30;Biology and Medicine;Early Postdoc.Mobility 2017;NA
185341;2023-09-30;Humanities and Social Sciences;Projektförderung 2018 Oktober Abt. 1;NA
180784;2020-12-31;Mathematics, Natural- and Engineering Sciences;Postdoc.Mobility 2018 Februar;F2C8D349-19D5-4355-A1FE-418380841993
163187;2021-01-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
168729;2018-07-31;Humanities and Social Sciences;Doc.CH 2016 März;NA
184046;2020-02-29;Biology and Medicine;Doc.Mobility 2018 September;NA
179238;2019-04-30;Biology and Medicine;Projektförderung 2017 Oktober Abt. 3;NA
186252;2023-10-31;Biology and Medicine;Brazilian-Swiss (BSJRP) – Full proposal;NA
181529;2020-02-29;Biology and Medicine;Early Postdoc.Mobility 2018 März;NA
165943;2019-08-31;Humanities and Social Sciences;Projektförderung 2015;NA
181530;2019-12-31;Humanities and Social Sciences;Early Postdoc.Mobility 2018 März;NA
177351;2022-01-31;Humanities and Social Sciences;NFP 76: Gesuch 2018;NA
222860;2023-11-30;Humanities and Social Sciences;SOR4D - Preparatory Grant 2023;NA
169764;2021-06-30;Humanities and Social Sciences;Projektförderung 2016 April Abt. 1;NA
187681;2021-02-28;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2019 März;NA
165519;2020-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
174040;2022-12-31;Mathematics, Natural- and Engineering Sciences;Ambizione 2017;4EFA0F69-CA75-42A0-86DA-C119317712C2
174040;2022-12-31;Mathematics, Natural- and Engineering Sciences;Ambizione 2017;873B6179-9339-4832-8EA0-EC14E1D6D8BC
174040;2022-12-31;Mathematics, Natural- and Engineering Sciences;Ambizione 2017;752FA6A8-F141-4969-A6DD-3CDF983016FB
174040;2022-12-31;Mathematics, Natural- and Engineering Sciences;Ambizione 2017;10458761-5CFE-49B8-BC13-1096E3D43385
174040;2022-12-31;Mathematics, Natural- and Engineering Sciences;Ambizione 2017;0167DD9C-99E4-428A-95A1-FD428D0B2412
190487;2022-02-28;Biology and Medicine;Spark 2019 Juli;NA
187638;2021-03-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2019 März;NA
196279;2021-10-31;Biology and Medicine;Spark 2020 März;NA
164649;2018-03-31;Mathematics, Natural- and Engineering Sciences;Advanced Postdoc.Mobility 2015;NA
172564;2020-04-30;Humanities and Social Sciences;Projektförderung 2016 Oktober Abt. 1;NA
162386;2019-09-30;Humanities and Social Sciences;Projektförderung 2015;1E69D7D0-109B-4902-8ACF-AF237650240E
177702;2021-09-30;Humanities and Social Sciences;Advanced Postdoc.Mobility 2017;NA
185023;2022-05-31;Biology and Medicine;Projektförderung 2018 Oktober Abt. 3;NA
160112;2018-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;NA
161065;2018-05-31;Mathematics, Natural- and Engineering Sciences;Advanced Postdoc.Mobility 2015;NA
160814;2018-09-30;Mathematics, Natural- and Engineering Sciences;Sinergia 2015;NA
173775;2018-03-31;Mathematics, Natural- and Engineering Sciences;Bridge - Proof of Concept;NA
152891;2018-04-30;Humanities and Social Sciences;Projektförderung 2013 ;NA
156487;2017-11-30;Humanities and Social Sciences;Projektförderung 2014;NA
182340;2022-12-31;Biology and Medicine;Projektförderung 2018 April Abt. 3;NA
182239;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;798A2750-8FFF-4CB8-995B-C2F27EAF8DED
182239;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;CFF57054-0A6C-4B88-9438-C30BD8EEE19C
182239;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;DDA654C8-36CB-4147-AD73-D3773170C8D7
182239;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;EFD193EC-8D88-467E-B9A0-D740092FFB7A
182239;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;46FD6A96-988E-4D56-A462-F53A036FD82B
182239;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;57C324F8-7195-415E-879B-AF6AE87B2CCF
182239;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;1A500A94-E176-494D-BD89-9A5495B3F71A
182239;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;A78B8428-AD8E-4EE7-AAE0-EE919DA471AE
182239;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;5A48C369-8A93-4206-AF46-A7F1949C5FE2
182239;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;F2238FDC-A3D1-4229-A943-A93FEA4B5DDB
162926;2020-05-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
184602;2023-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;8645CF05-1F1D-4F18-BADC-5C951D8B1CEA
184602;2023-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;27A5DD21-79DB-43AF-8604-684D353ABF92
184602;2023-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;339F1190-6DA5-4C94-B099-44288BC7B981
159787;2019-08-31;Humanities and Social Sciences;Projektförderung 2014;NA
177584;2021-11-30;Mathematics, Natural- and Engineering Sciences;r4d Food Security Prolongation 2017;NA
179157;2021-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;2A2E50AF-05AE-4793-9387-A3B427FADBB3
179157;2021-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;B73BD03D-68DC-4BFB-AAAF-1075CD304F77
179157;2021-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;17C00B85-B738-4132-AB37-31E650A39B68
179157;2021-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;56B20C4E-9AB7-43D5-9A58-321F2DBA5CE4
179157;2021-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;88FA7440-AB8E-405B-A961-951BF88A01A9
179157;2021-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;FB2D7760-9E9E-42C7-9E84-B03996A0139C
179157;2021-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;90434683-9FD7-4394-9C98-4DDF7E13DD48
179157;2021-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;F4CB5841-79C7-4CAF-9E1E-6E89A822A20D
179157;2021-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;3A0CDCAB-1CA1-467C-98D0-C030AD08FD57
179157;2021-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;6C0A972F-69F9-4939-B7BB-D90DCF8743C0
179272;2021-03-31;Humanities and Social Sciences;Projektförderung 2017 Oktober Abt. 1;DEECC091-36E2-42F3-A596-B8A6430535EE
190478;2022-01-31;Humanities and Social Sciences;Spark 2019 Juli;NA
157130;2018-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;NA
188097;2021-02-28;Biology and Medicine;Early Postdoc.Mobility 2019 März;NA
161400;2018-09-30;Humanities and Social Sciences;Ambizione 2015;NA
185622;2022-07-31;Humanities and Social Sciences;NFP 76: Second Call 2018;NA
168567;2018-02-28;Biology and Medicine;Early Postdoc.Mobility 2016;NA
195661;2022-04-30;Humanities and Social Sciences;Spark 2020 März;D4B7D241-1315-498C-9685-12B5D76882B5
165911;2020-10-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
182422;2021-03-31;Humanities and Social Sciences;Projektförderung 2018 April Abt. 1;NA
169986;2021-09-30;Mathematics, Natural- and Engineering Sciences;Leadinghouses China (SSSTC) 2016;231E2BBF-B8E2-4505-B6CD-B5F95BF0C366
169986;2021-09-30;Mathematics, Natural- and Engineering Sciences;Leadinghouses China (SSSTC) 2016;288CAFDB-3D48-466D-B1AE-FAE12B816251
169986;2021-09-30;Mathematics, Natural- and Engineering Sciences;Leadinghouses China (SSSTC) 2016;6C2DBB92-0FAC-4DA4-8AFC-02E2A2092CF2
169986;2021-09-30;Mathematics, Natural- and Engineering Sciences;Leadinghouses China (SSSTC) 2016;969CC638-5895-47DD-86E1-4313234735DD
191401;2021-09-30;Humanities and Social Sciences;Early Postdoc.Mobility 2019 September;NA
191930;2022-06-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2019 September;NA
180788;2021-09-30;Biology and Medicine;Postdoc.Mobility 2018 Februar;NA
182060;2023-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;7C79303B-C2BB-48B6-96BC-3B9B82CFE1E6
182060;2023-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;9CB4695A-D5D1-47FF-8005-5085E20D4C0C
182060;2023-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;49DAE5EF-99A9-4141-920D-32E192F96950
182060;2023-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 April Abt. 2;4ACA1A4B-BF33-461D-9031-4C2753CC576D
