ApplicationNumber;is_SSH;is_MINT;is_LS
169975;0,000000000000000;0,000000000000000;1,000000000000000
156172;1,000000000000000;0,000000000000000;0,000000000000000
159662;1,000000000000000;0,000000000000000;0,000000000000000
153928;0,000000000000000;1,000000000000000;0,000000000000000
152543;1,000000000000000;0,000000000000000;0,000000000000000
190376;0,142857142857143;0,428571428571429;0,428571428571429
157627;0,000000000000000;1,000000000000000;0,000000000000000
169620;0,000000000000000;1,000000000000000;0,000000000000000
169704;0,000000000000000;1,000000000000000;0,000000000000000
195707;0,500000000000000;0,500000000000000;0,000000000000000
199748;0,000000000000000;1,000000000000000;0,000000000000000
170167;0,000000000000000;0,200000000000000;0,800000000000000
188140;0,000000000000000;0,000000000000000;1,000000000000000
190713;1,000000000000000;0,000000000000000;0,000000000000000
195863;0,000000000000000;1,000000000000000;0,000000000000000
159936;0,000000000000000;1,000000000000000;0,000000000000000
163088;0,000000000000000;0,000000000000000;1,000000000000000
184062;0,000000000000000;1,000000000000000;0,000000000000000
182404;0,000000000000000;0,000000000000000;1,000000000000000
165669;0,000000000000000;0,800000000000000;0,200000000000000
186720;0,000000000000000;1,000000000000000;0,000000000000000
181248;0,142857142857143;0,000000000000000;0,857142857142857
176977;0,000000000000000;0,000000000000000;1,000000000000000
182126;1,000000000000000;0,000000000000000;0,000000000000000
188478;0,000000000000000;1,000000000000000;0,000000000000000
178621;0,000000000000000;1,000000000000000;0,000000000000000
161573;0,000000000000000;1,000000000000000;0,000000000000000
172982;0,666666666666667;0,000000000000000;0,333333333333333
183830;0,000000000000000;0,500000000000000;0,500000000000000
170269;0,000000000000000;0,500000000000000;0,500000000000000
162758;0,333333333333333;0,333333333333333;0,333333333333333
178414;0,000000000000000;1,000000000000000;0,000000000000000
199755;0,000000000000000;0,000000000000000;1,000000000000000
154802;0,000000000000000;1,000000000000000;0,000000000000000
169241;0,000000000000000;1,000000000000000;0,000000000000000
182779;0,000000000000000;0,500000000000000;0,500000000000000
169277;0,500000000000000;0,000000000000000;0,500000000000000
199553;1,000000000000000;0,000000000000000;0,000000000000000
172472;0,000000000000000;1,000000000000000;0,000000000000000
172033;0,000000000000000;0,200000000000000;0,800000000000000
170479;1,000000000000000;0,000000000000000;0,000000000000000
166228;1,000000000000000;0,000000000000000;0,000000000000000
159227;0,000000000000000;1,000000000000000;0,000000000000000
202245;0,000000000000000;0,500000000000000;0,500000000000000
160719;0,000000000000000;0,000000000000000;1,000000000000000
176233;0,000000000000000;0,000000000000000;1,000000000000000
170453;1,000000000000000;0,000000000000000;0,000000000000000
166349;0,000000000000000;0,000000000000000;1,000000000000000
174396;1,000000000000000;0,000000000000000;0,000000000000000
190288;0,000000000000000;0,000000000000000;1,000000000000000
190659;0,500000000000000;0,500000000000000;0,000000000000000
175989;1,000000000000000;0,000000000000000;0,000000000000000
163946;0,000000000000000;0,000000000000000;1,000000000000000
185692;0,000000000000000;1,000000000000000;0,000000000000000
174032;0,000000000000000;0,000000000000000;1,000000000000000
165791;0,000000000000000;1,000000000000000;0,000000000000000
182417;0,000000000000000;0,000000000000000;1,000000000000000
176917;0,000000000000000;1,000000000000000;0,000000000000000
181974;0,000000000000000;1,000000000000000;0,000000000000000
173124;0,000000000000000;0,000000000000000;1,000000000000000
175720;0,000000000000000;1,000000000000000;0,000000000000000
185872;0,000000000000000;0,400000000000000;0,600000000000000
162732;0,000000000000000;0,000000000000000;1,000000000000000
173973;0,500000000000000;0,500000000000000;0,000000000000000
190823;0,000000000000000;1,000000000000000;0,000000000000000
